 Year , Month , Day ,Period,Flex Down
2032,6,16,24,88.56624089
2032,6,17,1,100.1475376
2032,6,17,2,99.70652796
2032,6,17,3,118.6699426
2032,6,17,4,84.21366746
2032,6,17,5,97.13716743
2032,6,17,6,105.82314
2032,6,17,7,123.0033417
2032,6,17,8,169.1943082
2032,6,17,9,179.1457867
2032,6,17,10,157.0953045
2032,6,17,11,144.8812549
2032,6,17,12,157.0377815
2032,6,17,13,165.5703594
2032,6,17,14,180
2032,6,17,15,178.3212904
2032,6,17,16,148.524378
2032,6,17,17,171.1884388
2032,6,17,18,164.6691658
2032,6,17,19,108.4883722
2032,6,17,20,91.26982175
2032,6,17,21,109.5046118
2032,6,17,22,116.790858
2032,6,17,23,102.6977238
2032,6,17,24,88.56624089
2032,6,18,1,100.1475376
2032,6,18,2,99.70652796
2032,6,18,3,118.6699426
2032,6,18,4,84.21366746
2032,6,18,5,97.13716743
2032,6,18,6,105.82314
2032,6,18,7,123.0033417
2032,6,18,8,169.1943082
2032,6,18,9,179.1457867
2032,6,18,10,157.0953045
2032,6,18,11,144.8812549
2032,6,18,12,157.0377815
2032,6,18,13,165.5703594
2032,6,18,14,180
2032,6,18,15,178.3212904
2032,6,18,16,148.524378
2032,6,18,17,171.1884388
2032,6,18,18,164.6691658
2032,6,18,19,108.4883722
2032,6,18,20,91.26982175
2032,6,18,21,109.5046118
2032,6,18,22,116.790858
2032,6,18,23,102.6977238
2032,6,18,24,88.56624089
2032,6,19,1,100.1475376
2032,6,19,2,99.70652796
2032,6,19,3,118.6699426
2032,6,19,4,84.21366746
2032,6,19,5,97.13716743
2032,6,19,6,105.82314
2032,6,19,7,123.0033417
2032,6,19,8,169.1943082
2032,6,19,9,179.1457867
2032,6,19,10,157.0953045
2032,6,19,11,144.8812549
2032,6,19,12,157.0377815
2032,6,19,13,165.5703594
2032,6,19,14,180
2032,6,19,15,178.3212904
2032,6,19,16,148.524378
2032,6,19,17,171.1884388
2032,6,19,18,164.6691658
2032,6,19,19,108.4883722
2032,6,19,20,91.26982175
2032,6,19,21,109.5046118
2032,6,19,22,116.790858
2032,6,19,23,102.6977238
2032,6,19,24,88.56624089
2032,6,20,1,100.1475376
2032,6,20,2,99.70652796
2032,6,20,3,118.6699426
2032,6,20,4,84.21366746
2032,6,20,5,97.13716743
2032,6,20,6,105.82314
2032,6,20,7,123.0033417
2032,6,20,8,169.1943082
2032,6,20,9,179.1457867
2032,6,20,10,157.0953045
2032,6,20,11,144.8812549
2032,6,20,12,157.0377815
2032,6,20,13,165.5703594
2032,6,20,14,180
2032,6,20,15,178.3212904
2032,6,20,16,148.524378
2032,6,20,17,171.1884388
2032,6,20,18,164.6691658
2032,6,20,19,108.4883722
2032,6,20,20,91.26982175
2032,6,20,21,109.5046118
2032,6,20,22,116.790858
2032,6,20,23,102.6977238
2032,6,20,24,88.56624089
2032,6,21,1,100.1475376
2032,6,21,2,99.70652796
2032,6,21,3,118.6699426
2032,6,21,4,84.21366746
2032,6,21,5,97.13716743
2032,6,21,6,105.82314
2032,6,21,7,123.0033417
2032,6,21,8,169.1943082
2032,6,21,9,179.1457867
2032,6,21,10,157.0953045
2032,6,21,11,144.8812549
2032,6,21,12,157.0377815
2032,6,21,13,165.5703594
2032,6,21,14,180
2032,6,21,15,178.3212904
2032,6,21,16,148.524378
2032,6,21,17,171.1884388
2032,6,21,18,164.6691658
2032,6,21,19,108.4883722
2032,6,21,20,91.26982175
2032,6,21,21,109.5046118
2032,6,21,22,116.790858
2032,6,21,23,102.6977238
2032,6,21,24,88.56624089
2032,6,22,1,100.1475376
2032,6,22,2,99.70652796
2032,6,22,3,118.6699426
2032,6,22,4,84.21366746
2032,6,22,5,97.13716743
2032,6,22,6,105.82314
2032,6,22,7,123.0033417
2032,6,22,8,169.1943082
2032,6,22,9,179.1457867
2032,6,22,10,157.0953045
2032,6,22,11,144.8812549
2032,6,22,12,157.0377815
2032,6,22,13,165.5703594
2032,6,22,14,180
2032,6,22,15,178.3212904
2032,6,22,16,148.524378
2032,6,22,17,171.1884388
2032,6,22,18,164.6691658
2032,6,22,19,108.4883722
2032,6,22,20,91.26982175
2032,6,22,21,109.5046118
2032,6,22,22,116.790858
2032,6,22,23,102.6977238
2032,6,22,24,88.56624089
2032,6,23,1,100.1475376
2032,6,23,2,99.70652796
2032,6,23,3,118.6699426
2032,6,23,4,84.21366746
2032,6,23,5,97.13716743
2032,6,23,6,105.82314
2032,6,23,7,123.0033417
2032,6,23,8,169.1943082
2032,6,23,9,179.1457867
2032,6,23,10,157.0953045
2032,6,23,11,144.8812549
2032,6,23,12,157.0377815
2032,6,23,13,165.5703594
2032,6,23,14,180
2032,6,23,15,178.3212904
2032,6,23,16,148.524378
2032,6,23,17,171.1884388
2032,6,23,18,164.6691658
2032,6,23,19,108.4883722
2032,6,23,20,91.26982175
2032,6,23,21,109.5046118
2032,6,23,22,116.790858
2032,6,23,23,102.6977238
2032,6,23,24,88.56624089
2032,6,24,1,100.1475376
2032,6,24,2,99.70652796
2032,6,24,3,118.6699426
2032,6,24,4,84.21366746
2032,6,24,5,97.13716743
2032,6,24,6,105.82314
2032,6,24,7,123.0033417
2032,6,24,8,169.1943082
2032,6,24,9,179.1457867
2032,6,24,10,157.0953045
2032,6,24,11,144.8812549
2032,6,24,12,157.0377815
2032,6,24,13,165.5703594
2032,6,24,14,180
2032,6,24,15,178.3212904
2032,6,24,16,148.524378
2032,6,24,17,171.1884388
2032,6,24,18,164.6691658
2032,6,24,19,108.4883722
2032,6,24,20,91.26982175
2032,6,24,21,109.5046118
2032,6,24,22,116.790858
2032,6,24,23,102.6977238
2032,6,24,24,88.56624089
2032,6,25,1,100.1475376
2032,6,25,2,99.70652796
2032,6,25,3,118.6699426
2032,6,25,4,84.21366746
2032,6,25,5,97.13716743
2032,6,25,6,105.82314
2032,6,25,7,123.0033417
2032,6,25,8,169.1943082
2032,6,25,9,179.1457867
2032,6,25,10,157.0953045
2032,6,25,11,144.8812549
2032,6,25,12,157.0377815
2032,6,25,13,165.5703594
2032,6,25,14,180
2032,6,25,15,178.3212904
2032,6,25,16,148.524378
2032,6,25,17,171.1884388
2032,6,25,18,164.6691658
2032,6,25,19,108.4883722
2032,6,25,20,91.26982175
2032,6,25,21,109.5046118
2032,6,25,22,116.790858
2032,6,25,23,102.6977238
2032,6,25,24,88.56624089
2032,6,26,1,100.1475376
2032,6,26,2,99.70652796
2032,6,26,3,118.6699426
2032,6,26,4,84.21366746
2032,6,26,5,97.13716743
2032,6,26,6,105.82314
2032,6,26,7,123.0033417
2032,6,26,8,169.1943082
2032,6,26,9,179.1457867
2032,6,26,10,157.0953045
2032,6,26,11,144.8812549
2032,6,26,12,157.0377815
2032,6,26,13,165.5703594
2032,6,26,14,180
2032,6,26,15,178.3212904
2032,6,26,16,148.524378
2032,6,26,17,171.1884388
2032,6,26,18,164.6691658
2032,6,26,19,108.4883722
2032,6,26,20,91.26982175
2032,6,26,21,109.5046118
2032,6,26,22,116.790858
2032,6,26,23,102.6977238
2032,6,26,24,88.56624089
2032,6,27,1,100.1475376
2032,6,27,2,99.70652796
2032,6,27,3,118.6699426
2032,6,27,4,84.21366746
2032,6,27,5,97.13716743
2032,6,27,6,105.82314
2032,6,27,7,123.0033417
2032,6,27,8,169.1943082
2032,6,27,9,179.1457867
2032,6,27,10,157.0953045
2032,6,27,11,144.8812549
2032,6,27,12,157.0377815
2032,6,27,13,165.5703594
2032,6,27,14,180
2032,6,27,15,178.3212904
2032,6,27,16,148.524378
2032,6,27,17,171.1884388
2032,6,27,18,164.6691658
2032,6,27,19,108.4883722
2032,6,27,20,91.26982175
2032,6,27,21,109.5046118
2032,6,27,22,116.790858
2032,6,27,23,102.6977238
2032,6,27,24,88.56624089
2032,6,28,1,100.1475376
2032,6,28,2,99.70652796
2032,6,28,3,118.6699426
2032,6,28,4,84.21366746
2032,6,28,5,97.13716743
2032,6,28,6,105.82314
2032,6,28,7,123.0033417
2032,6,28,8,169.1943082
2032,6,28,9,179.1457867
2032,6,28,10,157.0953045
2032,6,28,11,144.8812549
2032,6,28,12,157.0377815
2032,6,28,13,165.5703594
2032,6,28,14,180
2032,6,28,15,178.3212904
2032,6,28,16,148.524378
2032,6,28,17,171.1884388
2032,6,28,18,164.6691658
2032,6,28,19,108.4883722
2032,6,28,20,91.26982175
2032,6,28,21,109.5046118
2032,6,28,22,116.790858
2032,6,28,23,102.6977238
2032,6,28,24,88.56624089
2032,6,29,1,100.1475376
2032,6,29,2,99.70652796
2032,6,29,3,118.6699426
2032,6,29,4,84.21366746
2032,6,29,5,97.13716743
2032,6,29,6,105.82314
2032,6,29,7,123.0033417
2032,6,29,8,169.1943082
2032,6,29,9,179.1457867
2032,6,29,10,157.0953045
2032,6,29,11,144.8812549
2032,6,29,12,157.0377815
2032,6,29,13,165.5703594
2032,6,29,14,180
2032,6,29,15,178.3212904
2032,6,29,16,148.524378
2032,6,29,17,171.1884388
2032,6,29,18,164.6691658
2032,6,29,19,108.4883722
2032,6,29,20,91.26982175
2032,6,29,21,109.5046118
2032,6,29,22,116.790858
2032,6,29,23,102.6977238
2032,6,29,24,88.56624089
2032,6,30,1,100.1475376
2032,6,30,2,99.70652796
2032,6,30,3,118.6699426
2032,6,30,4,84.21366746
2032,6,30,5,97.13716743
2032,6,30,6,105.82314
2032,6,30,7,123.0033417
2032,6,30,8,169.1943082
2032,6,30,9,179.1457867
2032,6,30,10,157.0953045
2032,6,30,11,144.8812549
2032,6,30,12,157.0377815
2032,6,30,13,165.5703594
2032,6,30,14,180
2032,6,30,15,178.3212904
2032,6,30,16,148.524378
2032,6,30,17,171.1884388
2032,6,30,18,164.6691658
2032,6,30,19,108.4883722
2032,6,30,20,91.26982175
2032,6,30,21,109.5046118
2032,6,30,22,116.790858
2032,6,30,23,102.6977238
2032,6,30,24,88.56624089
2032,7,1,1,104.3097492
2032,7,1,2,115.3819786
2032,7,1,3,130.4554174
2032,7,1,4,89.22881468
2032,7,1,5,94.97615663
2032,7,1,6,106.8154542
2032,7,1,7,117.7456482
2032,7,1,8,160.1500494
2032,7,1,9,155.784622
2032,7,1,10,127.9854615
2032,7,1,11,142.8324892
2032,7,1,12,155.8313265
2032,7,1,13,140.3023749
2032,7,1,14,180
2032,7,1,15,173.3676097
2032,7,1,16,148.5214025
2032,7,1,17,180
2032,7,1,18,163.5911895
2032,7,1,19,104.9774503
2032,7,1,20,94.78357272
2032,7,1,21,110.8028253
2032,7,1,22,118.4744687
2032,7,1,23,120.5511844
2032,7,1,24,97.36250575
2032,7,2,1,104.3097492
2032,7,2,2,115.3819786
2032,7,2,3,130.4554174
2032,7,2,4,89.22881468
2032,7,2,5,94.97615663
2032,7,2,6,106.8154542
2032,7,2,7,117.7456482
2032,7,2,8,160.1500494
2032,7,2,9,155.784622
2032,7,2,10,127.9854615
2032,7,2,11,142.8324892
2032,7,2,12,155.8313265
2032,7,2,13,140.3023749
2032,7,2,14,180
2032,7,2,15,173.3676097
2032,7,2,16,148.5214025
2032,7,2,17,180
2032,7,2,18,163.5911895
2032,7,2,19,104.9774503
2032,7,2,20,94.78357272
2032,7,2,21,110.8028253
2032,7,2,22,118.4744687
2032,7,2,23,120.5511844
2032,7,2,24,97.36250575
2032,7,3,1,104.3097492
2032,7,3,2,115.3819786
2032,7,3,3,130.4554174
2032,7,3,4,89.22881468
2032,7,3,5,94.97615663
2032,7,3,6,106.8154542
2032,7,3,7,117.7456482
2032,7,3,8,160.1500494
2032,7,3,9,155.784622
2032,7,3,10,127.9854615
2032,7,3,11,142.8324892
2032,7,3,12,155.8313265
2032,7,3,13,140.3023749
2032,7,3,14,180
2032,7,3,15,173.3676097
2032,7,3,16,148.5214025
2032,7,3,17,180
2032,7,3,18,163.5911895
2032,7,3,19,104.9774503
2032,7,3,20,94.78357272
2032,7,3,21,110.8028253
2032,7,3,22,118.4744687
2032,7,3,23,120.5511844
2032,7,3,24,97.36250575
2032,7,4,1,104.3097492
2032,7,4,2,115.3819786
2032,7,4,3,130.4554174
2032,7,4,4,89.22881468
2032,7,4,5,94.97615663
2032,7,4,6,106.8154542
2032,7,4,7,117.7456482
2032,7,4,8,160.1500494
2032,7,4,9,155.784622
2032,7,4,10,127.9854615
2032,7,4,11,142.8324892
2032,7,4,12,155.8313265
2032,7,4,13,140.3023749
2032,7,4,14,180
2032,7,4,15,173.3676097
2032,7,4,16,148.5214025
2032,7,4,17,180
2032,7,4,18,163.5911895
2032,7,4,19,104.9774503
2032,7,4,20,94.78357272
2032,7,4,21,110.8028253
2032,7,4,22,118.4744687
2032,7,4,23,120.5511844
2032,7,4,24,97.36250575
2032,7,5,1,104.3097492
2032,7,5,2,115.3819786
2032,7,5,3,130.4554174
2032,7,5,4,89.22881468
2032,7,5,5,94.97615663
2032,7,5,6,106.8154542
2032,7,5,7,117.7456482
2032,7,5,8,160.1500494
2032,7,5,9,155.784622
2032,7,5,10,127.9854615
2032,7,5,11,142.8324892
2032,7,5,12,155.8313265
2032,7,5,13,140.3023749
2032,7,5,14,180
2032,7,5,15,173.3676097
2032,7,5,16,148.5214025
2032,7,5,17,180
2032,7,5,18,163.5911895
2032,7,5,19,104.9774503
2032,7,5,20,94.78357272
2032,7,5,21,110.8028253
2032,7,5,22,118.4744687
2032,7,5,23,120.5511844
2032,7,5,24,97.36250575
2032,7,6,1,104.3097492
2032,7,6,2,115.3819786
2032,7,6,3,130.4554174
2032,7,6,4,89.22881468
2032,7,6,5,94.97615663
2032,7,6,6,106.8154542
2032,7,6,7,117.7456482
2032,7,6,8,160.1500494
2032,7,6,9,155.784622
2032,7,6,10,127.9854615
2032,7,6,11,142.8324892
2032,7,6,12,155.8313265
2032,7,6,13,140.3023749
2032,7,6,14,180
2032,7,6,15,173.3676097
2032,7,6,16,148.5214025
2032,7,6,17,180
2032,7,6,18,163.5911895
2032,7,6,19,104.9774503
2032,7,6,20,94.78357272
2032,7,6,21,110.8028253
2032,7,6,22,118.4744687
2032,7,6,23,120.5511844
2032,7,6,24,97.36250575
2032,7,7,1,104.3097492
2032,7,7,2,115.3819786
2032,7,7,3,130.4554174
2032,7,7,4,89.22881468
2032,7,7,5,94.97615663
2032,7,7,6,106.8154542
2032,7,7,7,117.7456482
2032,7,7,8,160.1500494
2032,7,7,9,155.784622
2032,7,7,10,127.9854615
2032,7,7,11,142.8324892
2032,7,7,12,155.8313265
2032,7,7,13,140.3023749
2032,7,7,14,180
2032,7,7,15,173.3676097
2032,7,7,16,148.5214025
2032,7,7,17,180
2032,7,7,18,163.5911895
2032,7,7,19,104.9774503
2032,7,7,20,94.78357272
2032,7,7,21,110.8028253
2032,7,7,22,118.4744687
2032,7,7,23,120.5511844
2032,7,7,24,97.36250575
2032,7,8,1,104.3097492
2032,7,8,2,115.3819786
2032,7,8,3,130.4554174
2032,7,8,4,89.22881468
2032,7,8,5,94.97615663
2032,7,8,6,106.8154542
2032,7,8,7,117.7456482
2032,7,8,8,160.1500494
2032,7,8,9,155.784622
2032,7,8,10,127.9854615
2032,7,8,11,142.8324892
2032,7,8,12,155.8313265
2032,7,8,13,140.3023749
2032,7,8,14,180
2032,7,8,15,173.3676097
2032,7,8,16,148.5214025
2032,7,8,17,180
2032,7,8,18,163.5911895
2032,7,8,19,104.9774503
2032,7,8,20,94.78357272
2032,7,8,21,110.8028253
2032,7,8,22,118.4744687
2032,7,8,23,120.5511844
2032,7,8,24,97.36250575
2032,7,9,1,104.3097492
2032,7,9,2,115.3819786
2032,7,9,3,130.4554174
2032,7,9,4,89.22881468
2032,7,9,5,94.97615663
2032,7,9,6,106.8154542
2032,7,9,7,117.7456482
2032,7,9,8,160.1500494
2032,7,9,9,155.784622
2032,7,9,10,127.9854615
2032,7,9,11,142.8324892
2032,7,9,12,155.8313265
2032,7,9,13,140.3023749
2032,7,9,14,180
2032,7,9,15,173.3676097
2032,7,9,16,148.5214025
2032,7,9,17,180
2032,7,9,18,163.5911895
2032,7,9,19,104.9774503
2032,7,9,20,94.78357272
2032,7,9,21,110.8028253
2032,7,9,22,118.4744687
2032,7,9,23,120.5511844
2032,7,9,24,97.36250575
2032,7,10,1,104.3097492
2032,7,10,2,115.3819786
2032,7,10,3,130.4554174
2032,7,10,4,89.22881468
2032,7,10,5,94.97615663
2032,7,10,6,106.8154542
2032,7,10,7,117.7456482
2032,7,10,8,160.1500494
2032,7,10,9,155.784622
2032,7,10,10,127.9854615
2032,7,10,11,142.8324892
2032,7,10,12,155.8313265
2032,7,10,13,140.3023749
2032,7,10,14,180
2032,7,10,15,173.3676097
2032,7,10,16,148.5214025
2032,7,10,17,180
2032,7,10,18,163.5911895
2032,7,10,19,104.9774503
2032,7,10,20,94.78357272
2032,7,10,21,110.8028253
2032,7,10,22,118.4744687
2032,7,10,23,120.5511844
2032,7,10,24,97.36250575
2032,7,11,1,104.3097492
2032,7,11,2,115.3819786
2032,7,11,3,130.4554174
2032,7,11,4,89.22881468
2032,7,11,5,94.97615663
2032,7,11,6,106.8154542
2032,7,11,7,117.7456482
2032,7,11,8,160.1500494
2032,7,11,9,155.784622
2032,7,11,10,127.9854615
2032,7,11,11,142.8324892
2032,7,11,12,155.8313265
2032,7,11,13,140.3023749
2032,7,11,14,180
2032,7,11,15,173.3676097
2032,7,11,16,148.5214025
2032,7,11,17,180
2032,7,11,18,163.5911895
2032,7,11,19,104.9774503
2032,7,11,20,94.78357272
2032,7,11,21,110.8028253
2032,7,11,22,118.4744687
2032,7,11,23,120.5511844
2032,7,11,24,97.36250575
2032,7,12,1,104.3097492
2032,7,12,2,115.3819786
2032,7,12,3,130.4554174
2032,7,12,4,89.22881468
2032,7,12,5,94.97615663
2032,7,12,6,106.8154542
2032,7,12,7,117.7456482
2032,7,12,8,160.1500494
2032,7,12,9,155.784622
2032,7,12,10,127.9854615
2032,7,12,11,142.8324892
2032,7,12,12,155.8313265
2032,7,12,13,140.3023749
2032,7,12,14,180
2032,7,12,15,173.3676097
2032,7,12,16,148.5214025
2032,7,12,17,180
2032,7,12,18,163.5911895
2032,7,12,19,104.9774503
2032,7,12,20,94.78357272
2032,7,12,21,110.8028253
2032,7,12,22,118.4744687
2032,7,12,23,120.5511844
2032,7,12,24,97.36250575
2032,7,13,1,104.3097492
2032,7,13,2,115.3819786
2032,7,13,3,130.4554174
2032,7,13,4,89.22881468
2032,7,13,5,94.97615663
2032,7,13,6,106.8154542
2032,7,13,7,117.7456482
2032,7,13,8,160.1500494
2032,7,13,9,155.784622
2032,7,13,10,127.9854615
2032,7,13,11,142.8324892
2032,7,13,12,155.8313265
2032,7,13,13,140.3023749
2032,7,13,14,180
2032,7,13,15,173.3676097
2032,7,13,16,148.5214025
2032,7,13,17,180
2032,7,13,18,163.5911895
2032,7,13,19,104.9774503
2032,7,13,20,94.78357272
2032,7,13,21,110.8028253
2032,7,13,22,118.4744687
2032,7,13,23,120.5511844
2032,7,13,24,97.36250575
2032,7,14,1,104.3097492
2032,7,14,2,115.3819786
2032,7,14,3,130.4554174
2032,7,14,4,89.22881468
2032,7,14,5,94.97615663
2032,7,14,6,106.8154542
2032,7,14,7,117.7456482
2032,7,14,8,160.1500494
2032,7,14,9,155.784622
2032,7,14,10,127.9854615
2032,7,14,11,142.8324892
2032,7,14,12,155.8313265
2032,7,14,13,140.3023749
2032,7,14,14,180
2032,7,14,15,173.3676097
2032,7,14,16,148.5214025
2032,7,14,17,180
2032,7,14,18,163.5911895
2032,7,14,19,104.9774503
2032,7,14,20,94.78357272
2032,7,14,21,110.8028253
2032,7,14,22,118.4744687
2032,7,14,23,120.5511844
2032,7,14,24,97.36250575
2032,7,15,1,104.3097492
2032,7,15,2,115.3819786
2032,7,15,3,130.4554174
2032,7,15,4,89.22881468
2032,7,15,5,94.97615663
2032,7,15,6,106.8154542
2032,7,15,7,117.7456482
2032,7,15,8,160.1500494
2032,7,15,9,155.784622
2032,7,15,10,127.9854615
2032,7,15,11,142.8324892
2032,7,15,12,155.8313265
2032,7,15,13,140.3023749
2032,7,15,14,180
2032,7,15,15,173.3676097
2032,7,15,16,148.5214025
2032,7,15,17,180
2032,7,15,18,163.5911895
2032,7,15,19,104.9774503
2032,7,15,20,94.78357272
2032,7,15,21,110.8028253
2032,7,15,22,118.4744687
2032,7,15,23,120.5511844
2032,7,15,24,97.36250575
2032,7,16,1,104.3097492
2032,7,16,2,115.3819786
2032,7,16,3,130.4554174
2032,7,16,4,89.22881468
2032,7,16,5,94.97615663
2032,7,16,6,106.8154542
2032,7,16,7,117.7456482
2032,7,16,8,160.1500494
2032,7,16,9,155.784622
2032,7,16,10,127.9854615
2032,7,16,11,142.8324892
2032,7,16,12,155.8313265
2032,7,16,13,140.3023749
2032,7,16,14,180
2032,7,16,15,173.3676097
2032,7,16,16,148.5214025
2032,7,16,17,180
2032,7,16,18,163.5911895
2032,7,16,19,104.9774503
2032,7,16,20,94.78357272
2032,7,16,21,110.8028253
2032,7,16,22,118.4744687
2032,7,16,23,120.5511844
2032,7,16,24,97.36250575
2032,7,17,1,104.3097492
2032,7,17,2,115.3819786
2032,7,17,3,130.4554174
2032,7,17,4,89.22881468
2032,7,17,5,94.97615663
2032,7,17,6,106.8154542
2032,7,17,7,117.7456482
2032,7,17,8,160.1500494
2032,7,17,9,155.784622
2032,7,17,10,127.9854615
2032,7,17,11,142.8324892
2032,7,17,12,155.8313265
2032,7,17,13,140.3023749
2032,7,17,14,180
2032,7,17,15,173.3676097
2032,7,17,16,148.5214025
2032,7,17,17,180
2032,7,17,18,163.5911895
2032,7,17,19,104.9774503
2032,7,17,20,94.78357272
2032,7,17,21,110.8028253
2032,7,17,22,118.4744687
2032,7,17,23,120.5511844
2032,7,17,24,97.36250575
2032,7,18,1,104.3097492
2032,7,18,2,115.3819786
2032,7,18,3,130.4554174
2032,7,18,4,89.22881468
2032,7,18,5,94.97615663
2032,7,18,6,106.8154542
2032,7,18,7,117.7456482
2032,7,18,8,160.1500494
2032,7,18,9,155.784622
2032,7,18,10,127.9854615
2032,7,18,11,142.8324892
2032,7,18,12,155.8313265
2032,7,18,13,140.3023749
2032,7,18,14,180
2032,7,18,15,173.3676097
2032,7,18,16,148.5214025
2032,7,18,17,180
2032,7,18,18,163.5911895
2032,7,18,19,104.9774503
2032,7,18,20,94.78357272
2032,7,18,21,110.8028253
2032,7,18,22,118.4744687
2032,7,18,23,120.5511844
2032,7,18,24,97.36250575
2032,7,19,1,104.3097492
2032,7,19,2,115.3819786
2032,7,19,3,130.4554174
2032,7,19,4,89.22881468
2032,7,19,5,94.97615663
2032,7,19,6,106.8154542
2032,7,19,7,117.7456482
2032,7,19,8,160.1500494
2032,7,19,9,155.784622
2032,7,19,10,127.9854615
2032,7,19,11,142.8324892
2032,7,19,12,155.8313265
2032,7,19,13,140.3023749
2032,7,19,14,180
2032,7,19,15,173.3676097
2032,7,19,16,148.5214025
2032,7,19,17,180
2032,7,19,18,163.5911895
2032,7,19,19,104.9774503
2032,7,19,20,94.78357272
2032,7,19,21,110.8028253
2032,7,19,22,118.4744687
2032,7,19,23,120.5511844
2032,7,19,24,97.36250575
2032,7,20,1,104.3097492
2032,7,20,2,115.3819786
2032,7,20,3,130.4554174
2032,7,20,4,89.22881468
2032,7,20,5,94.97615663
2032,7,20,6,106.8154542
2032,7,20,7,117.7456482
2032,7,20,8,160.1500494
2032,7,20,9,155.784622
2032,7,20,10,127.9854615
2032,7,20,11,142.8324892
2032,7,20,12,155.8313265
2032,7,20,13,140.3023749
2032,7,20,14,180
2032,7,20,15,173.3676097
2032,7,20,16,148.5214025
2032,7,20,17,180
2032,7,20,18,163.5911895
2032,7,20,19,104.9774503
2032,7,20,20,94.78357272
2032,7,20,21,110.8028253
2032,7,20,22,118.4744687
2032,7,20,23,120.5511844
2032,7,20,24,97.36250575
2032,7,21,1,104.3097492
2032,7,21,2,115.3819786
2032,7,21,3,130.4554174
2032,7,21,4,89.22881468
2032,7,21,5,94.97615663
2032,7,21,6,106.8154542
2032,7,21,7,117.7456482
2032,7,21,8,160.1500494
2032,7,21,9,155.784622
2032,7,21,10,127.9854615
2032,7,21,11,142.8324892
2032,7,21,12,155.8313265
2032,7,21,13,140.3023749
2032,7,21,14,180
2032,7,21,15,173.3676097
2032,7,21,16,148.5214025
2032,7,21,17,180
2032,7,21,18,163.5911895
2032,7,21,19,104.9774503
2032,7,21,20,94.78357272
2032,7,21,21,110.8028253
2032,7,21,22,118.4744687
2032,7,21,23,120.5511844
2032,7,21,24,97.36250575
2032,7,22,1,104.3097492
2032,7,22,2,115.3819786
2032,7,22,3,130.4554174
2032,7,22,4,89.22881468
2032,7,22,5,94.97615663
2032,7,22,6,106.8154542
2032,7,22,7,117.7456482
2032,7,22,8,160.1500494
2032,7,22,9,155.784622
2032,7,22,10,127.9854615
2032,7,22,11,142.8324892
2032,7,22,12,155.8313265
2032,7,22,13,140.3023749
2032,7,22,14,180
2032,7,22,15,173.3676097
2032,7,22,16,148.5214025
2032,7,22,17,180
2032,7,22,18,163.5911895
2032,7,22,19,104.9774503
2032,7,22,20,94.78357272
2032,7,22,21,110.8028253
2032,7,22,22,118.4744687
2032,7,22,23,120.5511844
2032,7,22,24,97.36250575
2032,7,23,1,104.3097492
2032,7,23,2,115.3819786
2032,7,23,3,130.4554174
2032,7,23,4,89.22881468
2032,7,23,5,94.97615663
2032,7,23,6,106.8154542
2032,7,23,7,117.7456482
2032,7,23,8,160.1500494
2032,7,23,9,155.784622
2032,7,23,10,127.9854615
2032,7,23,11,142.8324892
2032,7,23,12,155.8313265
2032,7,23,13,140.3023749
2032,7,23,14,180
2032,7,23,15,173.3676097
2032,7,23,16,148.5214025
2032,7,23,17,180
2032,7,23,18,163.5911895
2032,7,23,19,104.9774503
2032,7,23,20,94.78357272
2032,7,23,21,110.8028253
2032,7,23,22,118.4744687
2032,7,23,23,120.5511844
2032,7,23,24,97.36250575
2032,7,24,1,104.3097492
2032,7,24,2,115.3819786
2032,7,24,3,130.4554174
2032,7,24,4,89.22881468
2032,7,24,5,94.97615663
2032,7,24,6,106.8154542
2032,7,24,7,117.7456482
2032,7,24,8,160.1500494
2032,7,24,9,155.784622
2032,7,24,10,127.9854615
2032,7,24,11,142.8324892
2032,7,24,12,155.8313265
2032,7,24,13,140.3023749
2032,7,24,14,180
2032,7,24,15,173.3676097
2032,7,24,16,148.5214025
2032,7,24,17,180
2032,7,24,18,163.5911895
2032,7,24,19,104.9774503
2032,7,24,20,94.78357272
2032,7,24,21,110.8028253
2032,7,24,22,118.4744687
2032,7,24,23,120.5511844
2032,7,24,24,97.36250575
2032,7,25,1,104.3097492
2032,7,25,2,115.3819786
2032,7,25,3,130.4554174
2032,7,25,4,89.22881468
2032,7,25,5,94.97615663
2032,7,25,6,106.8154542
2032,7,25,7,117.7456482
2032,7,25,8,160.1500494
2032,7,25,9,155.784622
2032,7,25,10,127.9854615
2032,7,25,11,142.8324892
2032,7,25,12,155.8313265
2032,7,25,13,140.3023749
2032,7,25,14,180
2032,7,25,15,173.3676097
2032,7,25,16,148.5214025
2032,7,25,17,180
2032,7,25,18,163.5911895
2032,7,25,19,104.9774503
2032,7,25,20,94.78357272
2032,7,25,21,110.8028253
2032,7,25,22,118.4744687
2032,7,25,23,120.5511844
2032,7,25,24,97.36250575
2032,7,26,1,104.3097492
2032,7,26,2,115.3819786
2032,7,26,3,130.4554174
2032,7,26,4,89.22881468
2032,7,26,5,94.97615663
2032,7,26,6,106.8154542
2032,7,26,7,117.7456482
2032,7,26,8,160.1500494
2032,7,26,9,155.784622
2032,7,26,10,127.9854615
2032,7,26,11,142.8324892
2032,7,26,12,155.8313265
2032,7,26,13,140.3023749
2032,7,26,14,180
2032,7,26,15,173.3676097
2032,7,26,16,148.5214025
2032,7,26,17,180
