 Year , Month , Day ,Period,Flex Down
2033,11,19,18,600
2033,11,19,19,600
2033,11,19,20,495.6904426
2033,11,19,21,458.5843255
2033,11,19,22,438.7978226
2033,11,19,23,508.5388211
2033,11,19,24,517.9438341
2033,11,20,1,511.6995222
2033,11,20,2,512.9072698
2033,11,20,3,497.3170473
2033,11,20,4,566.9475497
2033,11,20,5,404.3641682
2033,11,20,6,372.0890414
2033,11,20,7,359.8316883
2033,11,20,8,463.0555612
2033,11,20,9,474.6191018
2033,11,20,10,498.080241
2033,11,20,11,493.0179798
2033,11,20,12,436.4851144
2033,11,20,13,557.5168399
2033,11,20,14,485.8228879
2033,11,20,15,495.330688
2033,11,20,16,600
2033,11,20,17,563.3500037
2033,11,20,18,600
2033,11,20,19,600
2033,11,20,20,495.6904426
2033,11,20,21,458.5843255
2033,11,20,22,438.7978226
2033,11,20,23,508.5388211
2033,11,20,24,517.9438341
2033,11,21,1,511.6995222
2033,11,21,2,512.9072698
2033,11,21,3,497.3170473
2033,11,21,4,566.9475497
2033,11,21,5,404.3641682
2033,11,21,6,372.0890414
2033,11,21,7,359.8316883
2033,11,21,8,463.0555612
2033,11,21,9,474.6191018
2033,11,21,10,498.080241
2033,11,21,11,493.0179798
2033,11,21,12,436.4851144
2033,11,21,13,557.5168399
2033,11,21,14,485.8228879
2033,11,21,15,495.330688
2033,11,21,16,600
2033,11,21,17,563.3500037
2033,11,21,18,600
2033,11,21,19,600
2033,11,21,20,495.6904426
2033,11,21,21,458.5843255
2033,11,21,22,438.7978226
2033,11,21,23,508.5388211
2033,11,21,24,517.9438341
2033,11,22,1,511.6995222
2033,11,22,2,512.9072698
2033,11,22,3,497.3170473
2033,11,22,4,566.9475497
2033,11,22,5,404.3641682
2033,11,22,6,372.0890414
2033,11,22,7,359.8316883
2033,11,22,8,463.0555612
2033,11,22,9,474.6191018
2033,11,22,10,498.080241
2033,11,22,11,493.0179798
2033,11,22,12,436.4851144
2033,11,22,13,557.5168399
2033,11,22,14,485.8228879
2033,11,22,15,495.330688
2033,11,22,16,600
2033,11,22,17,563.3500037
2033,11,22,18,600
2033,11,22,19,600
2033,11,22,20,495.6904426
2033,11,22,21,458.5843255
2033,11,22,22,438.7978226
2033,11,22,23,508.5388211
2033,11,22,24,517.9438341
2033,11,23,1,511.6995222
2033,11,23,2,512.9072698
2033,11,23,3,497.3170473
2033,11,23,4,566.9475497
2033,11,23,5,404.3641682
2033,11,23,6,372.0890414
2033,11,23,7,359.8316883
2033,11,23,8,463.0555612
2033,11,23,9,474.6191018
2033,11,23,10,498.080241
2033,11,23,11,493.0179798
2033,11,23,12,436.4851144
2033,11,23,13,557.5168399
2033,11,23,14,485.8228879
2033,11,23,15,495.330688
2033,11,23,16,600
2033,11,23,17,563.3500037
2033,11,23,18,600
2033,11,23,19,600
2033,11,23,20,495.6904426
2033,11,23,21,458.5843255
2033,11,23,22,438.7978226
2033,11,23,23,508.5388211
2033,11,23,24,517.9438341
2033,11,24,1,511.6995222
2033,11,24,2,512.9072698
2033,11,24,3,497.3170473
2033,11,24,4,566.9475497
2033,11,24,5,404.3641682
2033,11,24,6,372.0890414
2033,11,24,7,359.8316883
2033,11,24,8,463.0555612
2033,11,24,9,474.6191018
2033,11,24,10,498.080241
2033,11,24,11,493.0179798
2033,11,24,12,436.4851144
2033,11,24,13,557.5168399
2033,11,24,14,485.8228879
2033,11,24,15,495.330688
2033,11,24,16,600
2033,11,24,17,563.3500037
2033,11,24,18,600
2033,11,24,19,600
2033,11,24,20,495.6904426
2033,11,24,21,458.5843255
2033,11,24,22,438.7978226
2033,11,24,23,508.5388211
2033,11,24,24,517.9438341
2033,11,25,1,511.6995222
2033,11,25,2,512.9072698
2033,11,25,3,497.3170473
2033,11,25,4,566.9475497
2033,11,25,5,404.3641682
2033,11,25,6,372.0890414
2033,11,25,7,359.8316883
2033,11,25,8,463.0555612
2033,11,25,9,474.6191018
2033,11,25,10,498.080241
2033,11,25,11,493.0179798
2033,11,25,12,436.4851144
2033,11,25,13,557.5168399
2033,11,25,14,485.8228879
2033,11,25,15,495.330688
2033,11,25,16,600
2033,11,25,17,563.3500037
2033,11,25,18,600
2033,11,25,19,600
2033,11,25,20,495.6904426
2033,11,25,21,458.5843255
2033,11,25,22,438.7978226
2033,11,25,23,508.5388211
2033,11,25,24,517.9438341
2033,11,26,1,511.6995222
2033,11,26,2,512.9072698
2033,11,26,3,497.3170473
2033,11,26,4,566.9475497
2033,11,26,5,404.3641682
2033,11,26,6,372.0890414
2033,11,26,7,359.8316883
2033,11,26,8,463.0555612
2033,11,26,9,474.6191018
2033,11,26,10,498.080241
2033,11,26,11,493.0179798
2033,11,26,12,436.4851144
2033,11,26,13,557.5168399
2033,11,26,14,485.8228879
2033,11,26,15,495.330688
2033,11,26,16,600
2033,11,26,17,563.3500037
2033,11,26,18,600
2033,11,26,19,600
2033,11,26,20,495.6904426
2033,11,26,21,458.5843255
2033,11,26,22,438.7978226
2033,11,26,23,508.5388211
2033,11,26,24,517.9438341
2033,11,27,1,511.6995222
2033,11,27,2,512.9072698
2033,11,27,3,497.3170473
2033,11,27,4,566.9475497
2033,11,27,5,404.3641682
2033,11,27,6,372.0890414
2033,11,27,7,359.8316883
2033,11,27,8,463.0555612
2033,11,27,9,474.6191018
2033,11,27,10,498.080241
2033,11,27,11,493.0179798
2033,11,27,12,436.4851144
2033,11,27,13,557.5168399
2033,11,27,14,485.8228879
2033,11,27,15,495.330688
2033,11,27,16,600
2033,11,27,17,563.3500037
2033,11,27,18,600
2033,11,27,19,600
2033,11,27,20,495.6904426
2033,11,27,21,458.5843255
2033,11,27,22,438.7978226
2033,11,27,23,508.5388211
2033,11,27,24,517.9438341
2033,11,28,1,511.6995222
2033,11,28,2,512.9072698
2033,11,28,3,497.3170473
2033,11,28,4,566.9475497
2033,11,28,5,404.3641682
2033,11,28,6,372.0890414
2033,11,28,7,359.8316883
2033,11,28,8,463.0555612
2033,11,28,9,474.6191018
2033,11,28,10,498.080241
2033,11,28,11,493.0179798
2033,11,28,12,436.4851144
2033,11,28,13,557.5168399
2033,11,28,14,485.8228879
2033,11,28,15,495.330688
2033,11,28,16,600
2033,11,28,17,563.3500037
2033,11,28,18,600
2033,11,28,19,600
2033,11,28,20,495.6904426
2033,11,28,21,458.5843255
2033,11,28,22,438.7978226
2033,11,28,23,508.5388211
2033,11,28,24,517.9438341
2033,11,29,1,511.6995222
2033,11,29,2,512.9072698
2033,11,29,3,497.3170473
2033,11,29,4,566.9475497
2033,11,29,5,404.3641682
2033,11,29,6,372.0890414
2033,11,29,7,359.8316883
2033,11,29,8,463.0555612
2033,11,29,9,474.6191018
2033,11,29,10,498.080241
2033,11,29,11,493.0179798
2033,11,29,12,436.4851144
2033,11,29,13,557.5168399
2033,11,29,14,485.8228879
2033,11,29,15,495.330688
2033,11,29,16,600
2033,11,29,17,563.3500037
2033,11,29,18,600
2033,11,29,19,600
2033,11,29,20,495.6904426
2033,11,29,21,458.5843255
2033,11,29,22,438.7978226
2033,11,29,23,508.5388211
2033,11,29,24,517.9438341
2033,11,30,1,511.6995222
2033,11,30,2,512.9072698
2033,11,30,3,497.3170473
2033,11,30,4,566.9475497
2033,11,30,5,404.3641682
2033,11,30,6,372.0890414
2033,11,30,7,359.8316883
2033,11,30,8,463.0555612
2033,11,30,9,474.6191018
2033,11,30,10,498.080241
2033,11,30,11,493.0179798
2033,11,30,12,436.4851144
2033,11,30,13,557.5168399
2033,11,30,14,485.8228879
2033,11,30,15,495.330688
2033,11,30,16,600
2033,11,30,17,563.3500037
2033,11,30,18,600
2033,11,30,19,600
2033,11,30,20,495.6904426
2033,11,30,21,458.5843255
2033,11,30,22,438.7978226
2033,11,30,23,508.5388211
2033,11,30,24,517.9438341
2033,12,1,1,600
2033,12,1,2,545.8138097
2033,12,1,3,436.8806056
2033,12,1,4,534.3759567
2033,12,1,5,453.4301245
2033,12,1,6,344.4969204
2033,12,1,7,351.8908183
2033,12,1,8,477.4536196
2033,12,1,9,443.1800999
2033,12,1,10,557.265009
2033,12,1,11,512.1542237
2033,12,1,12,408.7197307
2033,12,1,13,506.0415788
2033,12,1,14,455.0583836
2033,12,1,15,426.8975087
2033,12,1,16,505.3475667
2033,12,1,17,468.4848481
2033,12,1,18,600
2033,12,1,19,600
2033,12,1,20,505.080639
2033,12,1,21,512.1542237
2033,12,1,22,474.8644207
2033,12,1,23,570.3444675
2033,12,1,24,532.3873452
2033,12,2,1,600
2033,12,2,2,545.8138097
2033,12,2,3,436.8806056
2033,12,2,4,534.3759567
2033,12,2,5,453.4301245
2033,12,2,6,344.4969204
2033,12,2,7,351.8908183
2033,12,2,8,477.4536196
2033,12,2,9,443.1800999
2033,12,2,10,557.265009
2033,12,2,11,512.1542237
2033,12,2,12,408.7197307
2033,12,2,13,506.0415788
2033,12,2,14,455.0583836
2033,12,2,15,426.8975087
2033,12,2,16,505.3475667
2033,12,2,17,468.4848481
2033,12,2,18,600
2033,12,2,19,600
2033,12,2,20,505.080639
2033,12,2,21,512.1542237
2033,12,2,22,474.8644207
2033,12,2,23,570.3444675
2033,12,2,24,532.3873452
2033,12,3,1,600
2033,12,3,2,545.8138097
2033,12,3,3,436.8806056
2033,12,3,4,534.3759567
2033,12,3,5,453.4301245
2033,12,3,6,344.4969204
2033,12,3,7,351.8908183
2033,12,3,8,477.4536196
2033,12,3,9,443.1800999
2033,12,3,10,557.265009
2033,12,3,11,512.1542237
2033,12,3,12,408.7197307
2033,12,3,13,506.0415788
2033,12,3,14,455.0583836
2033,12,3,15,426.8975087
2033,12,3,16,505.3475667
2033,12,3,17,468.4848481
2033,12,3,18,600
2033,12,3,19,600
2033,12,3,20,505.080639
2033,12,3,21,512.1542237
2033,12,3,22,474.8644207
2033,12,3,23,570.3444675
2033,12,3,24,532.3873452
2033,12,4,1,600
2033,12,4,2,545.8138097
2033,12,4,3,436.8806056
2033,12,4,4,534.3759567
2033,12,4,5,453.4301245
2033,12,4,6,344.4969204
2033,12,4,7,351.8908183
2033,12,4,8,477.4536196
2033,12,4,9,443.1800999
2033,12,4,10,557.265009
2033,12,4,11,512.1542237
2033,12,4,12,408.7197307
2033,12,4,13,506.0415788
2033,12,4,14,455.0583836
2033,12,4,15,426.8975087
2033,12,4,16,505.3475667
2033,12,4,17,468.4848481
2033,12,4,18,600
2033,12,4,19,600
2033,12,4,20,505.080639
2033,12,4,21,512.1542237
2033,12,4,22,474.8644207
2033,12,4,23,570.3444675
2033,12,4,24,532.3873452
2033,12,5,1,600
2033,12,5,2,545.8138097
2033,12,5,3,436.8806056
2033,12,5,4,534.3759567
2033,12,5,5,453.4301245
2033,12,5,6,344.4969204
2033,12,5,7,351.8908183
2033,12,5,8,477.4536196
2033,12,5,9,443.1800999
2033,12,5,10,557.265009
2033,12,5,11,512.1542237
2033,12,5,12,408.7197307
2033,12,5,13,506.0415788
2033,12,5,14,455.0583836
2033,12,5,15,426.8975087
2033,12,5,16,505.3475667
2033,12,5,17,468.4848481
2033,12,5,18,600
2033,12,5,19,600
2033,12,5,20,505.080639
2033,12,5,21,512.1542237
2033,12,5,22,474.8644207
2033,12,5,23,570.3444675
2033,12,5,24,532.3873452
2033,12,6,1,600
2033,12,6,2,545.8138097
2033,12,6,3,436.8806056
2033,12,6,4,534.3759567
2033,12,6,5,453.4301245
2033,12,6,6,344.4969204
2033,12,6,7,351.8908183
2033,12,6,8,477.4536196
2033,12,6,9,443.1800999
2033,12,6,10,557.265009
2033,12,6,11,512.1542237
2033,12,6,12,408.7197307
2033,12,6,13,506.0415788
2033,12,6,14,455.0583836
2033,12,6,15,426.8975087
2033,12,6,16,505.3475667
2033,12,6,17,468.4848481
2033,12,6,18,600
2033,12,6,19,600
2033,12,6,20,505.080639
2033,12,6,21,512.1542237
2033,12,6,22,474.8644207
2033,12,6,23,570.3444675
2033,12,6,24,532.3873452
2033,12,7,1,600
2033,12,7,2,545.8138097
2033,12,7,3,436.8806056
2033,12,7,4,534.3759567
2033,12,7,5,453.4301245
2033,12,7,6,344.4969204
2033,12,7,7,351.8908183
2033,12,7,8,477.4536196
2033,12,7,9,443.1800999
2033,12,7,10,557.265009
2033,12,7,11,512.1542237
2033,12,7,12,408.7197307
2033,12,7,13,506.0415788
2033,12,7,14,455.0583836
2033,12,7,15,426.8975087
2033,12,7,16,505.3475667
2033,12,7,17,468.4848481
2033,12,7,18,600
2033,12,7,19,600
2033,12,7,20,505.080639
2033,12,7,21,512.1542237
2033,12,7,22,474.8644207
2033,12,7,23,570.3444675
2033,12,7,24,532.3873452
2033,12,8,1,600
2033,12,8,2,545.8138097
2033,12,8,3,436.8806056
2033,12,8,4,534.3759567
2033,12,8,5,453.4301245
2033,12,8,6,344.4969204
2033,12,8,7,351.8908183
2033,12,8,8,477.4536196
2033,12,8,9,443.1800999
2033,12,8,10,557.265009
2033,12,8,11,512.1542237
2033,12,8,12,408.7197307
2033,12,8,13,506.0415788
2033,12,8,14,455.0583836
2033,12,8,15,426.8975087
2033,12,8,16,505.3475667
2033,12,8,17,468.4848481
2033,12,8,18,600
2033,12,8,19,600
2033,12,8,20,505.080639
2033,12,8,21,512.1542237
2033,12,8,22,474.8644207
2033,12,8,23,570.3444675
2033,12,8,24,532.3873452
2033,12,9,1,600
2033,12,9,2,545.8138097
2033,12,9,3,436.8806056
2033,12,9,4,534.3759567
2033,12,9,5,453.4301245
2033,12,9,6,344.4969204
2033,12,9,7,351.8908183
2033,12,9,8,477.4536196
2033,12,9,9,443.1800999
2033,12,9,10,557.265009
2033,12,9,11,512.1542237
2033,12,9,12,408.7197307
2033,12,9,13,506.0415788
2033,12,9,14,455.0583836
2033,12,9,15,426.8975087
2033,12,9,16,505.3475667
2033,12,9,17,468.4848481
2033,12,9,18,600
2033,12,9,19,600
2033,12,9,20,505.080639
2033,12,9,21,512.1542237
2033,12,9,22,474.8644207
2033,12,9,23,570.3444675
2033,12,9,24,532.3873452
2033,12,10,1,600
2033,12,10,2,545.8138097
2033,12,10,3,436.8806056
2033,12,10,4,534.3759567
2033,12,10,5,453.4301245
2033,12,10,6,344.4969204
2033,12,10,7,351.8908183
2033,12,10,8,477.4536196
2033,12,10,9,443.1800999
2033,12,10,10,557.265009
2033,12,10,11,512.1542237
2033,12,10,12,408.7197307
2033,12,10,13,506.0415788
2033,12,10,14,455.0583836
2033,12,10,15,426.8975087
2033,12,10,16,505.3475667
2033,12,10,17,468.4848481
2033,12,10,18,600
2033,12,10,19,600
2033,12,10,20,505.080639
2033,12,10,21,512.1542237
2033,12,10,22,474.8644207
2033,12,10,23,570.3444675
2033,12,10,24,532.3873452
2033,12,11,1,600
2033,12,11,2,545.8138097
2033,12,11,3,436.8806056
2033,12,11,4,534.3759567
2033,12,11,5,453.4301245
2033,12,11,6,344.4969204
2033,12,11,7,351.8908183
2033,12,11,8,477.4536196
2033,12,11,9,443.1800999
2033,12,11,10,557.265009
2033,12,11,11,512.1542237
2033,12,11,12,408.7197307
2033,12,11,13,506.0415788
2033,12,11,14,455.0583836
2033,12,11,15,426.8975087
2033,12,11,16,505.3475667
2033,12,11,17,468.4848481
2033,12,11,18,600
2033,12,11,19,600
2033,12,11,20,505.080639
2033,12,11,21,512.1542237
2033,12,11,22,474.8644207
2033,12,11,23,570.3444675
2033,12,11,24,532.3873452
2033,12,12,1,600
2033,12,12,2,545.8138097
2033,12,12,3,436.8806056
2033,12,12,4,534.3759567
2033,12,12,5,453.4301245
2033,12,12,6,344.4969204
2033,12,12,7,351.8908183
2033,12,12,8,477.4536196
2033,12,12,9,443.1800999
2033,12,12,10,557.265009
2033,12,12,11,512.1542237
2033,12,12,12,408.7197307
2033,12,12,13,506.0415788
2033,12,12,14,455.0583836
2033,12,12,15,426.8975087
2033,12,12,16,505.3475667
2033,12,12,17,468.4848481
2033,12,12,18,600
2033,12,12,19,600
2033,12,12,20,505.080639
2033,12,12,21,512.1542237
2033,12,12,22,474.8644207
2033,12,12,23,570.3444675
2033,12,12,24,532.3873452
2033,12,13,1,600
2033,12,13,2,545.8138097
2033,12,13,3,436.8806056
2033,12,13,4,534.3759567
2033,12,13,5,453.4301245
2033,12,13,6,344.4969204
2033,12,13,7,351.8908183
2033,12,13,8,477.4536196
2033,12,13,9,443.1800999
2033,12,13,10,557.265009
2033,12,13,11,512.1542237
2033,12,13,12,408.7197307
2033,12,13,13,506.0415788
2033,12,13,14,455.0583836
2033,12,13,15,426.8975087
2033,12,13,16,505.3475667
2033,12,13,17,468.4848481
2033,12,13,18,600
2033,12,13,19,600
2033,12,13,20,505.080639
2033,12,13,21,512.1542237
2033,12,13,22,474.8644207
2033,12,13,23,570.3444675
2033,12,13,24,532.3873452
2033,12,14,1,600
2033,12,14,2,545.8138097
2033,12,14,3,436.8806056
2033,12,14,4,534.3759567
2033,12,14,5,453.4301245
2033,12,14,6,344.4969204
2033,12,14,7,351.8908183
2033,12,14,8,477.4536196
2033,12,14,9,443.1800999
2033,12,14,10,557.265009
2033,12,14,11,512.1542237
2033,12,14,12,408.7197307
2033,12,14,13,506.0415788
2033,12,14,14,455.0583836
2033,12,14,15,426.8975087
2033,12,14,16,505.3475667
2033,12,14,17,468.4848481
2033,12,14,18,600
2033,12,14,19,600
2033,12,14,20,505.080639
2033,12,14,21,512.1542237
2033,12,14,22,474.8644207
2033,12,14,23,570.3444675
2033,12,14,24,532.3873452
2033,12,15,1,600
2033,12,15,2,545.8138097
2033,12,15,3,436.8806056
2033,12,15,4,534.3759567
2033,12,15,5,453.4301245
2033,12,15,6,344.4969204
2033,12,15,7,351.8908183
2033,12,15,8,477.4536196
2033,12,15,9,443.1800999
2033,12,15,10,557.265009
2033,12,15,11,512.1542237
2033,12,15,12,408.7197307
2033,12,15,13,506.0415788
2033,12,15,14,455.0583836
2033,12,15,15,426.8975087
2033,12,15,16,505.3475667
2033,12,15,17,468.4848481
2033,12,15,18,600
2033,12,15,19,600
2033,12,15,20,505.080639
2033,12,15,21,512.1542237
2033,12,15,22,474.8644207
2033,12,15,23,570.3444675
2033,12,15,24,532.3873452
2033,12,16,1,600
2033,12,16,2,545.8138097
2033,12,16,3,436.8806056
2033,12,16,4,534.3759567
2033,12,16,5,453.4301245
2033,12,16,6,344.4969204
2033,12,16,7,351.8908183
2033,12,16,8,477.4536196
2033,12,16,9,443.1800999
2033,12,16,10,557.265009
2033,12,16,11,512.1542237
2033,12,16,12,408.7197307
2033,12,16,13,506.0415788
2033,12,16,14,455.0583836
2033,12,16,15,426.8975087
2033,12,16,16,505.3475667
2033,12,16,17,468.4848481
2033,12,16,18,600
2033,12,16,19,600
2033,12,16,20,505.080639
2033,12,16,21,512.1542237
2033,12,16,22,474.8644207
2033,12,16,23,570.3444675
2033,12,16,24,532.3873452
2033,12,17,1,600
2033,12,17,2,545.8138097
2033,12,17,3,436.8806056
2033,12,17,4,534.3759567
2033,12,17,5,453.4301245
2033,12,17,6,344.4969204
2033,12,17,7,351.8908183
2033,12,17,8,477.4536196
2033,12,17,9,443.1800999
2033,12,17,10,557.265009
2033,12,17,11,512.1542237
2033,12,17,12,408.7197307
2033,12,17,13,506.0415788
2033,12,17,14,455.0583836
2033,12,17,15,426.8975087
2033,12,17,16,505.3475667
2033,12,17,17,468.4848481
2033,12,17,18,600
2033,12,17,19,600
2033,12,17,20,505.080639
2033,12,17,21,512.1542237
2033,12,17,22,474.8644207
2033,12,17,23,570.3444675
2033,12,17,24,532.3873452
2033,12,18,1,600
2033,12,18,2,545.8138097
2033,12,18,3,436.8806056
2033,12,18,4,534.3759567
2033,12,18,5,453.4301245
2033,12,18,6,344.4969204
2033,12,18,7,351.8908183
2033,12,18,8,477.4536196
2033,12,18,9,443.1800999
2033,12,18,10,557.265009
2033,12,18,11,512.1542237
2033,12,18,12,408.7197307
2033,12,18,13,506.0415788
2033,12,18,14,455.0583836
2033,12,18,15,426.8975087
2033,12,18,16,505.3475667
2033,12,18,17,468.4848481
2033,12,18,18,600
2033,12,18,19,600
2033,12,18,20,505.080639
2033,12,18,21,512.1542237
2033,12,18,22,474.8644207
2033,12,18,23,570.3444675
2033,12,18,24,532.3873452
2033,12,19,1,600
2033,12,19,2,545.8138097
2033,12,19,3,436.8806056
2033,12,19,4,534.3759567
2033,12,19,5,453.4301245
2033,12,19,6,344.4969204
2033,12,19,7,351.8908183
2033,12,19,8,477.4536196
2033,12,19,9,443.1800999
2033,12,19,10,557.265009
2033,12,19,11,512.1542237
2033,12,19,12,408.7197307
2033,12,19,13,506.0415788
2033,12,19,14,455.0583836
2033,12,19,15,426.8975087
2033,12,19,16,505.3475667
2033,12,19,17,468.4848481
2033,12,19,18,600
2033,12,19,19,600
2033,12,19,20,505.080639
2033,12,19,21,512.1542237
2033,12,19,22,474.8644207
2033,12,19,23,570.3444675
2033,12,19,24,532.3873452
2033,12,20,1,600
2033,12,20,2,545.8138097
2033,12,20,3,436.8806056
2033,12,20,4,534.3759567
2033,12,20,5,453.4301245
2033,12,20,6,344.4969204
2033,12,20,7,351.8908183
2033,12,20,8,477.4536196
2033,12,20,9,443.1800999
2033,12,20,10,557.265009
2033,12,20,11,512.1542237
2033,12,20,12,408.7197307
2033,12,20,13,506.0415788
2033,12,20,14,455.0583836
2033,12,20,15,426.8975087
2033,12,20,16,505.3475667
2033,12,20,17,468.4848481
2033,12,20,18,600
2033,12,20,19,600
2033,12,20,20,505.080639
2033,12,20,21,512.1542237
2033,12,20,22,474.8644207
2033,12,20,23,570.3444675
2033,12,20,24,532.3873452
2033,12,21,1,600
2033,12,21,2,545.8138097
2033,12,21,3,436.8806056
2033,12,21,4,534.3759567
2033,12,21,5,453.4301245
2033,12,21,6,344.4969204
2033,12,21,7,351.8908183
2033,12,21,8,477.4536196
2033,12,21,9,443.1800999
2033,12,21,10,557.265009
2033,12,21,11,512.1542237
2033,12,21,12,408.7197307
2033,12,21,13,506.0415788
2033,12,21,14,455.0583836
2033,12,21,15,426.8975087
2033,12,21,16,505.3475667
2033,12,21,17,468.4848481
2033,12,21,18,600
2033,12,21,19,600
2033,12,21,20,505.080639
2033,12,21,21,512.1542237
2033,12,21,22,474.8644207
2033,12,21,23,570.3444675
2033,12,21,24,532.3873452
2033,12,22,1,600
2033,12,22,2,545.8138097
2033,12,22,3,436.8806056
2033,12,22,4,534.3759567
2033,12,22,5,453.4301245
2033,12,22,6,344.4969204
2033,12,22,7,351.8908183
2033,12,22,8,477.4536196
2033,12,22,9,443.1800999
2033,12,22,10,557.265009
2033,12,22,11,512.1542237
2033,12,22,12,408.7197307
2033,12,22,13,506.0415788
2033,12,22,14,455.0583836
2033,12,22,15,426.8975087
2033,12,22,16,505.3475667
2033,12,22,17,468.4848481
2033,12,22,18,600
2033,12,22,19,600
2033,12,22,20,505.080639
2033,12,22,21,512.1542237
2033,12,22,22,474.8644207
2033,12,22,23,570.3444675
2033,12,22,24,532.3873452
2033,12,23,1,600
2033,12,23,2,545.8138097
2033,12,23,3,436.8806056
2033,12,23,4,534.3759567
2033,12,23,5,453.4301245
2033,12,23,6,344.4969204
2033,12,23,7,351.8908183
2033,12,23,8,477.4536196
2033,12,23,9,443.1800999
2033,12,23,10,557.265009
2033,12,23,11,512.1542237
2033,12,23,12,408.7197307
2033,12,23,13,506.0415788
2033,12,23,14,455.0583836
2033,12,23,15,426.8975087
2033,12,23,16,505.3475667
2033,12,23,17,468.4848481
2033,12,23,18,600
2033,12,23,19,600
2033,12,23,20,505.080639
2033,12,23,21,512.1542237
2033,12,23,22,474.8644207
2033,12,23,23,570.3444675
2033,12,23,24,532.3873452
2033,12,24,1,600
2033,12,24,2,545.8138097
2033,12,24,3,436.8806056
2033,12,24,4,534.3759567
2033,12,24,5,453.4301245
2033,12,24,6,344.4969204
2033,12,24,7,351.8908183
2033,12,24,8,477.4536196
2033,12,24,9,443.1800999
2033,12,24,10,557.265009
2033,12,24,11,512.1542237
2033,12,24,12,408.7197307
2033,12,24,13,506.0415788
2033,12,24,14,455.0583836
2033,12,24,15,426.8975087
2033,12,24,16,505.3475667
2033,12,24,17,468.4848481
2033,12,24,18,600
2033,12,24,19,600
2033,12,24,20,505.080639
2033,12,24,21,512.1542237
2033,12,24,22,474.8644207
2033,12,24,23,570.3444675
2033,12,24,24,532.3873452
2033,12,25,1,600
2033,12,25,2,545.8138097
2033,12,25,3,436.8806056
2033,12,25,4,534.3759567
2033,12,25,5,453.4301245
2033,12,25,6,344.4969204
2033,12,25,7,351.8908183
2033,12,25,8,477.4536196
2033,12,25,9,443.1800999
2033,12,25,10,557.265009
2033,12,25,11,512.1542237
2033,12,25,12,408.7197307
2033,12,25,13,506.0415788
2033,12,25,14,455.0583836
2033,12,25,15,426.8975087
2033,12,25,16,505.3475667
2033,12,25,17,468.4848481
2033,12,25,18,600
2033,12,25,19,600
2033,12,25,20,505.080639
2033,12,25,21,512.1542237
2033,12,25,22,474.8644207
2033,12,25,23,570.3444675
2033,12,25,24,532.3873452
2033,12,26,1,600
2033,12,26,2,545.8138097
2033,12,26,3,436.8806056
2033,12,26,4,534.3759567
2033,12,26,5,453.4301245
2033,12,26,6,344.4969204
2033,12,26,7,351.8908183
2033,12,26,8,477.4536196
2033,12,26,9,443.1800999
2033,12,26,10,557.265009
2033,12,26,11,512.1542237
2033,12,26,12,408.7197307
2033,12,26,13,506.0415788
2033,12,26,14,455.0583836
2033,12,26,15,426.8975087
2033,12,26,16,505.3475667
2033,12,26,17,468.4848481
2033,12,26,18,600
2033,12,26,19,600
2033,12,26,20,505.080639
2033,12,26,21,512.1542237
2033,12,26,22,474.8644207
2033,12,26,23,570.3444675
2033,12,26,24,532.3873452
2033,12,27,1,600
2033,12,27,2,545.8138097
2033,12,27,3,436.8806056
2033,12,27,4,534.3759567
2033,12,27,5,453.4301245
2033,12,27,6,344.4969204
2033,12,27,7,351.8908183
2033,12,27,8,477.4536196
2033,12,27,9,443.1800999
2033,12,27,10,557.265009
2033,12,27,11,512.1542237
2033,12,27,12,408.7197307
2033,12,27,13,506.0415788
2033,12,27,14,455.0583836
2033,12,27,15,426.8975087
2033,12,27,16,505.3475667
2033,12,27,17,468.4848481
2033,12,27,18,600
2033,12,27,19,600
2033,12,27,20,505.080639
2033,12,27,21,512.1542237
2033,12,27,22,474.8644207
2033,12,27,23,570.3444675
2033,12,27,24,532.3873452
2033,12,28,1,600
2033,12,28,2,545.8138097
2033,12,28,3,436.8806056
2033,12,28,4,534.3759567
2033,12,28,5,453.4301245
2033,12,28,6,344.4969204
2033,12,28,7,351.8908183
2033,12,28,8,477.4536196
2033,12,28,9,443.1800999
2033,12,28,10,557.265009
2033,12,28,11,512.1542237
2033,12,28,12,408.7197307
2033,12,28,13,506.0415788
2033,12,28,14,455.0583836
2033,12,28,15,426.8975087
2033,12,28,16,505.3475667
2033,12,28,17,468.4848481
2033,12,28,18,600
2033,12,28,19,600
2033,12,28,20,505.080639
2033,12,28,21,512.1542237
2033,12,28,22,474.8644207
2033,12,28,23,570.3444675
2033,12,28,24,532.3873452
2033,12,29,1,600
2033,12,29,2,545.8138097
2033,12,29,3,436.8806056
2033,12,29,4,534.3759567
2033,12,29,5,453.4301245
2033,12,29,6,344.4969204
2033,12,29,7,351.8908183
2033,12,29,8,477.4536196
2033,12,29,9,443.1800999
2033,12,29,10,557.265009
2033,12,29,11,512.1542237
2033,12,29,12,408.7197307
2033,12,29,13,506.0415788
2033,12,29,14,455.0583836
2033,12,29,15,426.8975087
2033,12,29,16,505.3475667
2033,12,29,17,468.4848481
2033,12,29,18,600
2033,12,29,19,600
2033,12,29,20,505.080639
2033,12,29,21,512.1542237
2033,12,29,22,474.8644207
2033,12,29,23,570.3444675
2033,12,29,24,532.3873452
2033,12,30,1,600
2033,12,30,2,545.8138097
2033,12,30,3,436.8806056
